year,importer1,importer2,flow1
2017,State Street,Eliot,8
2017,Longwood Medical Area,Hynes Convention Center,105
2017,Beachmont,Tappan Street,5
2017,Ashmont,Andrew,1641
2017,Copley,Central Ave.,1
2017,Wollaston,Revere Beach,18
2017,Chiswick Road,Aquarium,2
2017,Boston College,Copley,176
2017,Heath Street,Wollaston,7
2017,Wellington,Roxbury Crossing,423
2017,North Station,Woodland,62
2017,Milton,Prudential,0
2017,Heath Street,Forest Hills,6
2017,Charles/MGH,Oak Grove,220
2017,Kent Street,Brigham Circle,0
2017,Butler,Roxbury Crossing,21
2017,Brigham Circle,Beaconsfield,3
2017,Museum of Fine Arts,Chestnut Hill Ave.,2
2017,Revere Beach,Downtown Crossing,242
2017,Sullivan Square,Griggs Street,21
2017,Riverway,Charles/MGH,14
2017,Boston Univ. East,Chestnut Hill,2
2017,Babcock Street,Fields Corner,39
2017,Riverway,Copley,156
2017,Waban,Sullivan Square,5
2017,Maverick,Broadway,212
2017,Savin Hill,Museum of Fine Arts,12
2017,Fairbanks Street,Englewood Ave.,20
2017,Fields Corner,Wonderland,80
2017,Chinatown,Downtown Crossing,689
2017,Assembly,Blandford Street,5
2017,Quincy Adams,Assembly,42
2017,Kent Street,Woodland,0
2017,Wonderland,Allston Street,7
2017,Wood Island,Revere Beach,359
2017,Longwood Medical Area,Brandon Hall,1
2017,Quincy Center,Malden Center,252
2017,Airport,World Trade Center,54
2017,Savin Hill,Park Street,1042
2017,Beaconsfield,Downtown Crossing,1
2017,Waban,Stony Brook,6
2017,Kenmore,Washington Street,292
2017,Englewood Ave.,Central,9
2017,Mattapan,Warren Street,6
2017,Quincy Adams,Waban,1
2017,Reservoir,Kendall/MIT,73
2017,Capen Street,Babcock Street,0
2017,Charles/MGH,Riverway,19
2017,Charles/MGH,Downtown Crossing,1824
2017,Wood Island,Assembly,44
2017,Northeastern University,Malden Center,33
2017,Maverick,Sutherland Road,1
2017,World Trade Center,Ashmont,210
2017,Kenmore,South Station,1250
2017,Davis,Brookline Village,64
2017,Andrew,Fenway,67
2017,Reservoir,Green Street,17
2017,Haymarket,Back of the Hill,21
2017,Englewood Ave.,Milton,0
2017,Harvard,Government Center,508
2017,Bowdoin,JFK/Umass,6
2017,Packards Corner,Newton Centre,17
2017,Savin Hill,Tufts Medical Center,93
2017,Newton Centre,Central,54
2017,Savin Hill,Aquarium,9
2017,Alewife,Heath Street,10
2017,Symphony,Fairbanks Street,4
2017,Davis,Jackson Square,127
2017,Woodland,Aquarium,11
2017,Packards Corner,Mission Park,1
2017,Brookline Hills,Griggs Street,3
2017,Alewife,Malden Center,206
2017,Newton Centre,Mattapan,2
2017,Tufts Medical Center,Washington Square,5
2017,Savin Hill,Brigham Circle,35
2017,Charles/MGH,Chestnut Hill Ave.,4
2017,Sutherland Road,Allston Street,50
2017,Haymarket,Fenwood Road,48
2017,Central,Prudential,176
2017,Shawmut,Symphony,19
2017,Butler,Central,0
2017,Reservoir,North Station,82
2017,Courthouse,Symphony,10
2017,Cleveland Circle,Courthouse,6
2017,Museum of Fine Arts,Brookline Hills,3
2017,Broadway,Boston Univ. West,10
2017,Packards Corner,Science Park,11
2017,Wonderland,Aquarium,3835
2017,Wonderland,Ashmont,79
2017,Green Street,Boston Univ. East,8
2017,Heath Street,Butler,0
2017,Cleveland Circle,South Station,85
2017,Quincy Adams,Boston College,3
2017,JFK/Umass,South Street,1
2017,Riverway,Savin Hill,0
2017,Aquarium,Englewood Ave.,26
2017,Ruggles,Kenmore,94
2017,Ashmont,Saint Paul Street,21
2017,Fairbanks Street,Ashmont,10
2017,Longwood,Charles/MGH,99
2017,World Trade Center,Saint Mary Street,17
2017,Fenwood Road,Shawmut,1
2017,Aquarium,Harvard,336
2017,Alewife,Stony Brook,87
2017,Longwood,Shawmut,27
2017,Copley,Summit Ave.,409
2017,Haymarket,Allston Street,81
2017,Roxbury Crossing,Englewood Ave.,4
2017,Ashmont,Longwood,67
2017,Brandon Hall,Eliot,5
2017,Griggs Street,Warren Street,32
2017,Fenwood Road,Kenmore,3
2017,Mission Park,Saint Paul Street,5
2017,Boston College,Shawmut,3
2017,Chinatown,Beaconsfield,1
2017,Brookline Hills,Eliot,24
2017,Heath Street,Ruggles,5
2017,Assembly,Prudential,22
2017,Back Bay,Revere Beach,575
2017,Waban,Aquarium,6
2017,Longwood,Park Street,450
2017,Summit Ave.,Blandford Street,1
2017,Englewood Ave.,Fields Corner,0
2017,Boston Univ. Central,Dean Road,0
2017,Braintree,Park Street,2656
2017,Tappan Street,Longwood,1
2017,Boston Univ. West,Fields Corner,9
2017,Jackson Square,Tappan Street,4
2017,Boston College,North Station,17
2017,Davis,Lechmere,163
2017,Lechmere,Porter,197
2017,Beaconsfield,Symphony,3
2017,Longwood Medical Area,Northeastern University,309
2017,North Station,Revere Beach,264
2017,Government Center,Savin Hill,86
2017,Tappan Street,Green Street,1
2017,Jackson Square,Community College,807
2017,Aquarium,Stony Brook,72
2017,Museum of Fine Arts,Maverick,83
2017,Oak Grove,Ruggles,1885
2017,Allston Street,Arlington,152
2017,Orient Heights,Packards Corner,17
2017,Bowdoin,Cleveland Circle,2
2017,Museum of Fine Arts,Saint Mary Street,5
2017,Boston Univ. Central,Blandford Street,81
2017,Harvard Ave.,Ashmont,32
2017,Courthouse,Riverside,5
2017,World Trade Center,Saint Paul Street,3
2017,Tufts Medical Center,Washington Street,13
2017,Waban,Massachusetts Ave.,1
2017,Wood Island,Wellington,60
2017,Blandford Street,Wellington,21
2017,Andrew,Broadway,649
2017,Suffolk Downs,Davis,20
2017,JFK/Umass,Museum of Fine Arts,67
2017,Hynes Convention Center,Quincy Center,302
2017,Washington Square,Reservoir,8
2017,Quincy Adams,Brandon Hall,2
2017,Green Street,Charles/MGH,261
2017,Newton Centre,Hynes Convention Center,419
2017,Longwood Medical Area,Stony Brook,2
2017,Kendall/MIT,Davis,6356
2017,Cleveland Circle,Summit Ave.,221
2017,Reservoir,Suffolk Downs,2
2017,Kendall/MIT,Harvard Ave.,135
2017,Maverick,Back of the Hill,4
2017,Davis,Englewood Ave.,12
2017,Boston Univ. Central,Arlington,133
2017,Summit Ave.,Charles/MGH,41
2017,Davis,Northeastern University,142
2017,Jackson Square,Fenway,10
2017,Washington Street,Saint Mary Street,0
2017,Kendall/MIT,Valley Road,6
2017,Fenwood Road,Wollaston,9
2017,Shawmut,Kent Street,11
2017,Stony Brook,Newton Highlands,8
2017,Boston College,Kent Street,2
2017,Northeastern University,Boston Univ. East,13
2017,Summit Ave.,Forest Hills,7
2017,Quincy Adams,Brookline Village,30
2017,Boylston,Park Street,845
2017,Pleasant Street,Eliot,3
2017,Brandon Hall,Charles/MGH,19
2017,Reservoir,Science Park,20
2017,Riverway,Symphony,134
2017,Braintree,Forest Hills,31
2017,Saint Paul Street,Saint Paul Street,3
2017,Cleveland Circle,Longwood Medical Area,0
2017,Chestnut Hill,Dean Road,0
2017,Downtown Crossing,Reservoir,53
2017,Copley,Downtown Crossing,4
2017,Broadway,Kendall/MIT,1159
2017,Community College,Packards Corner,30
2017,Kendall/MIT,Maverick,572
2017,Kendall/MIT,Orient Heights,267
2017,Fairbanks Street,Boston Univ. East,0
2017,Broadway,Community College,265
2017,Park Street,Dean Road,178
2017,Mission Park,Washington Street,0
2017,Coolidge Corner,Savin Hill,15
2017,Arlington,Newton Highlands,91
2017,Wood Island,Porter,33
2017,Museum of Fine Arts,Kendall/MIT,120
2017,Fields Corner,Hynes Convention Center,246
2017,Alewife,Saint Mary Street,57
2017,Boston Univ. West,Heath Street,2
2017,Forest Hills,Fenway,23
2017,Shawmut,Courthouse,105
2017,Packards Corner,Alewife,18
2017,Saint Mary Street,Brigham Circle,1
2017,Assembly,Jackson Square,142
2017,Brookline Village,Coolidge Corner,12
2017,Riverway,Maverick,8
2017,Maverick,Boston Univ. West,8
2017,Ashmont,Fairbanks Street,8
2017,Saint Paul Street,Museum of Fine Arts,10
2017,Waban,Boylston,110
2017,Eliot,Riverside,48
2017,Northeastern University,Washington Street,34
2017,Coolidge Corner,Quincy Center,49
2017,Quincy Adams,Revere Beach,21
2017,Central Ave.,Andrew,0
2017,Fairbanks Street,Museum of Fine Arts,2
2017,Northeastern University,Quincy Center,62
2017,Boylston,Braintree,115
2017,Malden Center,Sullivan Square,1138
2017,Newton Centre,Wollaston,32
2017,Brookline Village,Newton Centre,198
2017,Ashmont,Assembly,125
2017,Andrew,Washington Square,14
2017,Courthouse,Summit Ave.,3
2017,Wellington,Brigham Circle,74
2017,Boston Univ. West,Back Bay,2
2017,Roxbury Crossing,Brookline Hills,6
2017,Government Center,Assembly,51
2017,Brandon Hall,Blandford Street,1
2017,Maverick,Ruggles,615
2017,World Trade Center,Brookline Village,17
2017,Chinatown,Fields Corner,105
2017,Eliot,Washington Street,0
2017,Warren Street,Davis,13
2017,Summit Ave.,Kent Street,13
2017,Sutherland Road,Courthouse,8
2017,Harvard,Chestnut Hill Ave.,13
2017,Fenway,Quincy Center,80
2017,Hynes Convention Center,Fenwood Road,11
2017,State Street,Airport,5012
2017,Fairbanks Street,Newton Highlands,2
2017,Saint Paul Street,Central Ave.,0
2017,Kendall/MIT,Northeastern University,116
2017,Kendall/MIT,Babcock Street,28
2017,Heath Street,Boston Univ. Central,1
2017,Hynes Convention Center,Wonderland,376
2017,Saint Mary Street,Ashmont,13
2017,Museum of Fine Arts,Northeastern University,71
2017,Suffolk Downs,Beachmont,96
2017,Sullivan Square,Harvard,281
2017,Brigham Circle,Boston College,0
2017,Bowdoin,North Station,27
2017,Boston College,Chestnut Hill Ave.,83
2017,Fields Corner,Prudential,96
2017,Quincy Adams,Longwood Medical Area,110
2017,Downtown Crossing,Boylston,38
2017,Bowdoin,Mattapan,2
2017,Charles/MGH,Aquarium,38
2017,Maverick,World Trade Center,77
2017,Alewife,Massachusetts Ave.,300
2017,Malden Center,Quincy Center,278
2017,Courthouse,Alewife,249
2017,Andrew,Harvard Ave.,46
2017,Maverick,Fenway,63
2017,Charles/MGH,Haymarket,273
2017,Green Street,Chinatown,947
2017,Blandford Street,Packards Corner,411
2017,Blandford Street,Harvard,69
2017,Kent Street,Roxbury Crossing,2
2017,Saint Mary Street,Boston College,0
2017,Hawes Street,Newton Highlands,0
2017,Newton Centre,Chiswick Road,6
2017,Davis,Coolidge Corner,101
2017,Chinatown,JFK/Umass,275
2017,Ashmont,South Street,1
2017,Government Center,Mattapan,3
2017,Prudential,JFK/Umass,298
2017,Shawmut,Wellington,65
2017,Heath Street,Science Park,17
2017,South Street,Boston Univ. Central,53
2017,Brandon Hall,Newton Highlands,0
2017,Revere Beach,Davis,120
2017,Jackson Square,Fields Corner,159
2017,Saint Mary Street,Ruggles,3
2017,Kent Street,Packards Corner,1
2017,Riverside,Tappan Street,3
2017,Newton Highlands,Packards Corner,7
2017,Back Bay,Boston Univ. West,13
2017,Capen Street,Charles/MGH,0
2017,Copley,Chiswick Road,229
2017,Mission Park,Brookline Hills,0
2017,Chestnut Hill Ave.,Courthouse,2
2017,Harvard,Maverick,1161
2017,Roxbury Crossing,World Trade Center,79
2017,Courthouse,Jackson Square,84
2017,Hynes Convention Center,Wood Island,193
2017,Heath Street,Downtown Crossing,6
2017,Massachusetts Ave.,Washington Street,1
2017,Longwood Medical Area,Reservoir,14
2017,Coolidge Corner,Valley Road,0
2017,Hynes Convention Center,Charles/MGH,418
2017,Charles/MGH,Mission Park,18
2017,Kent Street,Kendall/MIT,22
2017,Massachusetts Ave.,Arlington,1
2017,Allston Street,Saint Paul Street,108
2017,Fairbanks Street,Reservoir,1
2017,JFK/Umass,Englewood Ave.,20
2017,Boston College,Newton Centre,0
2017,Mission Park,Woodland,0
2017,Brigham Circle,Fenway,10
2017,Haymarket,Maverick,441
2017,Newton Centre,Summit Ave.,9
2017,Reservoir,Woodland,152
2017,Suffolk Downs,North Station,43
2017,Savin Hill,Copley,420
2017,Packards Corner,Fenwood Road,3
2017,Park Street,Central,7443
2017,Orient Heights,Blandford Street,7
2017,Malden Center,Fenway,71
2017,Dean Road,Brookline Hills,0
2017,Englewood Ave.,Mission Park,0
2017,Wellington,Wonderland,117
2017,Chinatown,Chinatown,6
2017,Andrew,Brookline Village,18
2017,Lechmere,North Station,1438
2017,South Station,Boston Univ. Central,91
2017,Quincy Adams,Porter,155
2017,Quincy Center,Beaconsfield,7
2017,Quincy Center,Assembly,112
2017,Tufts Medical Center,Chiswick Road,4
2017,North Quincy,Community College,348
2017,Bowdoin,Aquarium,258
2017,Haymarket,Mission Park,132
2017,Central,Chiswick Road,22
2017,Wollaston,Ashmont,74
2017,Haymarket,Valley Road,2
2017,Washington Street,Courthouse,10
2017,Packards Corner,Airport,30
2017,Capen Street,Jackson Square,3
2017,Reservoir,Quincy Center,21
2017,Massachusetts Ave.,Back Bay,1247
2017,Maverick,Heath Street,26
2017,Community College,Saint Paul Street,26
2017,Porter,Brookline Hills,23
2017,Boylston,Oak Grove,40
2017,Museum of Fine Arts,Mattapan,1
2017,Washington Street,Ashmont,21
2017,Assembly,Brookline Hills,8
2017,North Quincy,Shawmut,81
2017,Assembly,Englewood Ave.,14
2017,Chestnut Hill,Community College,7
2017,Roxbury Crossing,North Station,723
2017,Arlington,Ashmont,419
2017,Shawmut,Waban,3
2017,Pleasant Street,JFK/Umass,13
2017,Assembly,Andrew,85
2017,Tappan Street,Haymarket,58
2017,Courthouse,Fenwood Road,3
2017,Kenmore,Blandford Street,174
2017,Ruggles,Massachusetts Ave.,923
2017,Assembly,Sullivan Square,368
2017,Park Street,Washington Square,322
2017,Eliot,Packards Corner,10
2017,Malden Center,North Station,3289
2017,Blandford Street,Alewife,60
2017,Suffolk Downs,Fields Corner,10
2017,Porter,Boston College,4
2017,Boylston,Assembly,32
2017,Bowdoin,Orient Heights,1334
2017,Coolidge Corner,Brigham Circle,114
2017,Symphony,Davis,197
2017,Forest Hills,Sutherland Road,3
2017,Coolidge Corner,Fenwood Road,3
2017,Warren Street,Harvard,30
2017,Summit Ave.,Broadway,20
2017,Riverside,Fenway,810
2017,Ashmont,Hynes Convention Center,385
2017,Davis,Blandford Street,46
2017,Cleveland Circle,Jackson Square,2
2017,Allston Street,JFK/Umass,45
2017,Washington Street,Prudential,6
2017,Saint Mary Street,Shawmut,9
2017,North Station,Hawes Street,97
2017,Allston Street,Brigham Circle,8
2017,Wollaston,Fairbanks Street,1
2017,Newton Highlands,Central Ave.,0
2017,Chestnut Hill Ave.,Museum of Fine Arts,0
2017,Hynes Convention Center,Suffolk Downs,46
2017,Airport,Haymarket,287
2017,Mission Park,Mission Park,1
2017,Wood Island,Newton Centre,2
2017,Brookline Village,State Street,1
2017,Fields Corner,Haymarket,490
2017,Waban,Charles/MGH,38
2017,Wollaston,Griggs Street,4
2017,Science Park,Heath Street,15
2017,Fields Corner,Massachusetts Ave.,131
2017,Griggs Street,Stony Brook,3
2017,Central,North Station,1025
2017,Alewife,Boston Univ. East,16
2017,Suffolk Downs,Assembly,7
2017,Downtown Crossing,Summit Ave.,10
2017,Central,Warren Street,80
2017,Griggs Street,South Station,77
2017,Back Bay,Museum of Fine Arts,3
2017,Tufts Medical Center,Wood Island,127
2017,Northeastern University,Tappan Street,6
2017,Warren Street,Blandford Street,152
2017,Broadway,Coolidge Corner,51
2017,South Station,Assembly,245
2017,Mission Park,Riverside,1
2017,Northeastern University,Mattapan,0
2017,Courthouse,Chestnut Hill,4
2017,Chinatown,Chiswick Road,2
2017,Chestnut Hill Ave.,Downtown Crossing,1
2017,Brigham Circle,Wellington,55
2017,Englewood Ave.,Fenway,3
2017,Boston Univ. East,Roxbury Crossing,1
2017,Babcock Street,Coolidge Corner,13
2017,Wellington,Hynes Convention Center,255
2017,Reservoir,Riverway,0
2017,Fenwood Road,Heath Street,39
2017,Harvard,North Quincy,1059
2017,Fenway,Waban,78
2017,State Street,World Trade Center,56
2017,Packards Corner,Lechmere,39
2017,Wollaston,Massachusetts Ave.,167
2017,JFK/Umass,Hawes Street,15
2017,Central,Riverway,32
2017,Sullivan Square,Maverick,641
2017,Coolidge Corner,Harvard Ave.,30
2017,Kenmore,Fields Corner,306
2017,Chestnut Hill Ave.,Wood Island,0
2017,Brigham Circle,Chinatown,22
2017,Government Center,Sullivan Square,107
2017,Summit Ave.,Prudential,2
2017,Eliot,Green Street,3
2017,Northeastern University,Wood Island,17
2017,Babcock Street,Newton Centre,6
2017,Griggs Street,Saint Paul Street,107
2017,Riverway,Longwood Medical Area,80
2017,Courthouse,Brandon Hall,1
2017,Arlington,Wellington,407
2017,Mission Park,Quincy Center,19
2017,Maverick,Symphony,100
2017,Wollaston,Hawes Street,10
2017,Hynes Convention Center,South Station,993
2017,Northeastern University,Lechmere,239
2017,Brigham Circle,Hynes Convention Center,103
2017,Boylston,Massachusetts Ave.,15
2017,Reservoir,Revere Beach,17
2017,Capen Street,Braintree,0
2017,Davis,Green Street,196
2017,Brandon Hall,JFK/Umass,8
2017,Savin Hill,Wollaston,53
2017,Waban,Harvard Ave.,3
2017,Coolidge Corner,Longwood Medical Area,15
2017,Allston Street,Stony Brook,0
2017,Brookline Hills,Prudential,6
2017,Wollaston,Wellington,86
2017,JFK/Umass,Blandford Street,31
2017,Boston Univ. Central,Boston Univ. Central,3
2017,World Trade Center,Boylston,3
2017,Beaconsfield,Boston Univ. West,1
2017,Charles/MGH,Fenway,111
2017,Courthouse,Charles/MGH,108
2017,Packards Corner,Tappan Street,2
2017,State Street,Boylston,26
2017,Washington Street,Newton Highlands,1
2017,Chinatown,Community College,1162
2017,Airport,Boston Univ. Central,16
2017,Coolidge Corner,Arlington,398
2017,Charles/MGH,World Trade Center,189
2017,Blandford Street,Longwood,5
2017,Malden Center,Saint Mary Street,122
2017,JFK/Umass,Chestnut Hill,46
2017,Boston Univ. Central,Ruggles,3
2017,Braintree,Chestnut Hill Ave.,2
2017,Harvard Ave.,Fenway,0
2017,Orient Heights,Newton Centre,11
2017,Quincy Adams,Hawes Street,5
2017,Tufts Medical Center,Riverway,4
2017,Prudential,Green Street,25
2017,Green Street,Riverside,8
2017,Downtown Crossing,Assembly,1562
2017,Ashmont,Revere Beach,62
2017,North Station,Forest Hills,1694
2017,Maverick,Newton Centre,115
2017,Copley,Back of the Hill,55
2017,Lechmere,North Quincy,138
2017,Government Center,Porter,165
2017,State Street,Harvard Ave.,28
2017,Aquarium,Savin Hill,12
2017,Andrew,Harvard,831
2017,Science Park,Boylston,207
2017,Community College,Airport,567
2017,Maverick,Kent Street,12
2017,Jackson Square,Saint Paul Street,10
2017,Haymarket,Boston Univ. East,61
2017,Brandon Hall,Allston Street,0
2017,Stony Brook,Massachusetts Ave.,1723
2017,Boston College,Braintree,3
2017,South Street,Griggs Street,45
2017,Kent Street,Newton Highlands,1
2017,Revere Beach,Broadway,72
2017,Roxbury Crossing,Fields Corner,211
2017,Tappan Street,Riverside,7
2017,Woodland,World Trade Center,5
2017,North Quincy,Longwood Medical Area,155
2017,Babcock Street,Boston College,28
2017,Hynes Convention Center,Newton Centre,399
2017,Science Park,Mattapan,0
2017,Harvard,Back of the Hill,1
2017,Saint Mary Street,Andrew,18
2017,Wellington,Aquarium,122
2017,Roxbury Crossing,Harvard Ave.,78
