year,importer1,importer2,flow1
2017,Boston Univ. Central,Green Street,23
2017,Kenmore,Kenmore,8
2017,Maverick,Haymarket,419
2017,North Quincy,Newton Centre,18
2017,Harvard,Malden Center,886
2017,Harvard Ave.,Back Bay,1
2017,Oak Grove,Babcock Street,13
2017,Fields Corner,Boston Univ. West,5
2017,Alewife,Alewife,6
2017,Sullivan Square,Ashmont,172
2017,Washington Square,Eliot,3
2017,Chestnut Hill Ave.,Braintree,1
2017,Packards Corner,Sullivan Square,29
2017,Sullivan Square,Aquarium,109
2017,Packards Corner,Washington Square,2
2017,Orient Heights,JFK/Umass,230
2017,Mattapan,Sullivan Square,3
2017,Brookline Hills,Dean Road,2
2017,Museum of Fine Arts,Babcock Street,9
2017,Chestnut Hill Ave.,Government Center,34
2017,Symphony,Back of the Hill,23
2017,Lechmere,Central Ave.,3
2017,Roxbury Crossing,State Street,1319
2017,Allston Street,Braintree,4
2017,Heath Street,World Trade Center,6
2017,Broadway,Alewife,622
2017,Jackson Square,Assembly,157
2017,Newton Highlands,Downtown Crossing,0
2017,JFK/Umass,Longwood Medical Area,104
2017,Chestnut Hill,Chiswick Road,3
2017,Alewife,North Station,642
2017,Boylston,Aquarium,80
2017,Forest Hills,Maverick,447
2017,Fields Corner,Riverway,1
2017,Boylston,Boston College,84
2017,Community College,Warren Street,25
2017,Chestnut Hill,Chestnut Hill Ave.,2
2017,Chiswick Road,Arlington,77
2017,Porter,Fields Corner,237
2017,North Station,Chiswick Road,23
2017,Riverside,Chestnut Hill Ave.,0
2017,Harvard Ave.,Downtown Crossing,1
2017,Waban,Arlington,82
2017,JFK/Umass,Fairbanks Street,22
2017,Wollaston,Englewood Ave.,4
2017,Brandon Hall,Kenmore,80
2017,Science Park,Longwood,6
2017,Museum of Fine Arts,Courthouse,14
2017,Chinatown,Oak Grove,1851
2017,Cleveland Circle,Roxbury Crossing,2
2017,Cleveland Circle,Wonderland,5
2017,JFK/Umass,Brookline Hills,67
2017,Hynes Convention Center,Mission Park,15
2017,Hynes Convention Center,Andrew,223
2017,Saint Paul Street,Fenwood Road,2
2017,Babcock Street,North Station,72
2017,Alewife,Boylston,231
2017,Allston Street,Tappan Street,1
2017,State Street,Babcock Street,1
2017,Brandon Hall,Beachmont,4
2017,Boylston,Copley,2223
2017,Summit Ave.,Chestnut Hill,8
2017,Kendall/MIT,Newton Highlands,62
2017,Butler,Haymarket,0
2017,Arlington,Mission Park,79
2017,Heath Street,Braintree,7
2017,Waban,Summit Ave.,0
2017,Arlington,Museum of Fine Arts,243
2017,Reservoir,Downtown Crossing,3
2017,Saint Mary Street,Dean Road,131
2017,Andrew,Wood Island,109
2017,Lechmere,Riverside,49
2017,Roxbury Crossing,Tufts Medical Center,806
2017,Roxbury Crossing,Woodland,2
2017,Boston Univ. Central,Chiswick Road,133
2017,Summit Ave.,Kenmore,203
2017,Aquarium,Porter,62
2017,Northeastern University,Suffolk Downs,3
2017,Woodland,Griggs Street,3
2017,Brookline Village,Shawmut,20
2017,Airport,Hawes Street,22
2017,Allston Street,Fields Corner,5
2017,Dean Road,Jackson Square,0
2017,Porter,Massachusetts Ave.,169
2017,Arlington,Boston College,35
2017,Boylston,Boston Univ. Central,268
2017,Malden Center,Central,787
2017,Assembly,Lechmere,13
2017,Wonderland,Dean Road,4
2017,Government Center,Shawmut,124
2017,Symphony,Chestnut Hill Ave.,3
2017,Englewood Ave.,Quincy Adams,0
2017,Harvard Ave.,Quincy Adams,20
2017,Jackson Square,Griggs Street,1
2017,Fenway,Ashmont,99
2017,Boston Univ. East,Longwood Medical Area,9
2017,Hawes Street,Chiswick Road,0
2017,Aquarium,Tufts Medical Center,95
2017,Roxbury Crossing,Allston Street,2
2017,Jackson Square,Cleveland Circle,3
2017,Sullivan Square,Lechmere,13
2017,Saint Paul Street,Maverick,23
2017,Woodland,Porter,18
2017,Riverside,Longwood Medical Area,15
2017,Reservoir,Boylston,414
2017,Arlington,Brigham Circle,315
2017,Eliot,Boston College,0
2017,Boston Univ. East,Boston Univ. Central,235
2017,Reservoir,Ashmont,33
2017,JFK/Umass,Assembly,180
2017,Englewood Ave.,Revere Beach,3
2017,Haymarket,Wonderland,283
2017,Boston Univ. East,Capen Street,0
2017,Chinatown,Roxbury Crossing,935
2017,Kent Street,Beachmont,0
2017,Prudential,Harvard Ave.,39
2017,Science Park,Tappan Street,3
2017,Hawes Street,Saint Mary Street,4
2017,Museum of Fine Arts,Arlington,246
2017,Riverway,Prudential,117
2017,Boston Univ. Central,Kent Street,0
2017,Wellington,Beachmont,81
2017,Quincy Adams,Jackson Square,35
2017,Broadway,Mattapan,8
2017,Kenmore,Symphony,83
2017,South Station,Riverway,41
2017,Griggs Street,Aquarium,12
2017,Warren Street,Saint Mary Street,2
2017,Longwood Medical Area,Saint Mary Street,1
2017,Back Bay,Assembly,1318
2017,Pleasant Street,Summit Ave.,0
2017,Revere Beach,Northeastern University,38
2017,Science Park,Beachmont,36
2017,Downtown Crossing,Hynes Convention Center,431
2017,Alewife,Shawmut,148
2017,Babcock Street,Chestnut Hill Ave.,66
2017,Central Ave.,Central,1
2017,Chiswick Road,Science Park,5
2017,Ruggles,Boylston,3
2017,Massachusetts Ave.,Park Street,1
2017,Jackson Square,Boston Univ. West,10
2017,Airport,Riverside,42
2017,Revere Beach,Wollaston,19
2017,Summit Ave.,Reservoir,5
2017,Courthouse,Newton Highlands,3
2017,Packards Corner,Braintree,12
2017,Blandford Street,Coolidge Corner,14
2017,Aquarium,Central,184
2017,North Station,Packards Corner,107
2017,Bowdoin,Charles/MGH,21
2017,Boston Univ. Central,Mattapan,1
2017,Heath Street,Dean Road,0
2017,Downtown Crossing,Longwood Medical Area,69
2017,Summit Ave.,Mission Park,0
2017,Fenwood Road,Babcock Street,3
2017,Andrew,Waban,3
2017,Copley,South Street,101
2017,Central,Kent Street,13
2017,Bowdoin,Newton Centre,3
2017,Dean Road,JFK/Umass,7
2017,Shawmut,Green Street,18
2017,Washington Square,South Street,3
2017,Fenwood Road,Newton Centre,1
2017,Allston Street,Hynes Convention Center,605
2017,North Station,Ruggles,2521
2017,Courthouse,Newton Centre,3
2017,Mission Park,Sutherland Road,0
2017,Beaconsfield,Newton Highlands,65
2017,Summit Ave.,Davis,19
2017,Babcock Street,Sullivan Square,12
2017,Museum of Fine Arts,Brookline Village,6
2017,Lechmere,Hynes Convention Center,351
2017,Arlington,Oak Grove,234
2017,Kendall/MIT,Boston Univ. East,25
2017,Kenmore,Government Center,2883
2017,Fairbanks Street,Brookline Village,1
2017,Boylston,Roxbury Crossing,99
2017,Tufts Medical Center,Chestnut Hill Ave.,2
2017,Wonderland,Wood Island,179
2017,Green Street,Community College,336
2017,Museum of Fine Arts,Roxbury Crossing,0
2017,Cleveland Circle,Braintree,0
2017,Bowdoin,Riverway,3
2017,Courthouse,Chestnut Hill Ave.,2
2017,Maverick,Allston Street,23
2017,Jackson Square,Revere Beach,67
2017,Community College,Newton Highlands,10
2017,Boston Univ. West,Savin Hill,10
2017,Suffolk Downs,Chestnut Hill Ave.,1
2017,Boston Univ. West,Courthouse,0
2017,Forest Hills,Airport,395
2017,Courthouse,Downtown Crossing,122
2017,Davis,Chestnut Hill,29
2017,Maverick,Ashmont,195
2017,Stony Brook,Copley,5
2017,Waban,Alewife,2
2017,Chinatown,Washington Square,1
2017,Charles/MGH,Ruggles,309
2017,Harvard,Green Street,502
2017,Brigham Circle,Sullivan Square,78
2017,Riverside,Boston Univ. East,0
2017,Fenway,Boylston,770
2017,Warren Street,Griggs Street,25
2017,Tufts Medical Center,Kent Street,1
2017,Wellington,Copley,18
2017,Charles/MGH,Boston College,16
2017,Quincy Center,Fenway,84
2017,Shawmut,Pleasant Street,16
2017,Haymarket,World Trade Center,196
2017,World Trade Center,Reservoir,11
2017,Maverick,Washington Square,50
2017,South Station,Tufts Medical Center,172
2017,Ashmont,Wollaston,127
2017,Harvard,Community College,450
2017,Quincy Adams,Griggs Street,3
2017,Dean Road,Summit Ave.,47
2017,Andrew,Science Park,23
2017,Beaconsfield,Waban,14
2017,South Street,Sutherland Road,19
2017,Museum of Fine Arts,Quincy Adams,54
2017,Hawes Street,Central,7
2017,South Street,Wollaston,2
2017,South Street,Jackson Square,1
2017,Boston Univ. East,Washington Square,3
2017,North Quincy,Downtown Crossing,4039
2017,Coolidge Corner,North Station,272
2017,Wollaston,Woodland,5
2017,Heath Street,Riverside,0
2017,Forest Hills,Packards Corner,8
2017,Porter,Newton Centre,21
2017,Ashmont,South Station,4237
2017,Chinatown,Warren Street,6
2017,Orient Heights,North Quincy,44
2017,Maverick,Tufts Medical Center,678
2017,Arlington,Ruggles,12
2017,Riverway,Oak Grove,0
2017,South Station,Revere Beach,143
2017,Saint Mary Street,Brandon Hall,88
2017,Newton Centre,Wellington,17
2017,Park Street,Saint Mary Street,531
2017,Butler,Back Bay,0
2017,Green Street,Braintree,37
2017,Arlington,Griggs Street,172
2017,Hynes Convention Center,Washington Street,537
2017,Hawes Street,Quincy Adams,2
2017,Butler,JFK/Umass,8
2017,Malden Center,Malden Center,17
2017,State Street,Revere Beach,2891
2017,Braintree,Boston Univ. West,19
2017,Washington Street,North Quincy,29
2017,Government Center,Boston Univ. West,23
2017,Ashmont,Charles/MGH,2139
2017,Fairbanks Street,Brigham Circle,3
2017,Orient Heights,Shawmut,17
2017,North Station,Harvard Ave.,232
2017,Dean Road,Suffolk Downs,0
2017,Babcock Street,Hynes Convention Center,330
2017,Kendall/MIT,Brookline Hills,81
2017,Boylston,Harvard Ave.,1329
2017,Park Street,Massachusetts Ave.,163
2017,Roxbury Crossing,Davis,124
2017,Tappan Street,Park Street,261
2017,Heath Street,Sullivan Square,9
2017,Charles/MGH,Saint Mary Street,82
2017,Summit Ave.,Suffolk Downs,0
2017,North Quincy,Airport,65
2017,Dean Road,Brookline Village,6
2017,Northeastern University,Beachmont,37
2017,Back Bay,Aquarium,210
2017,Malden Center,Brookline Village,44
2017,Charles/MGH,Chinatown,14
2017,Chestnut Hill Ave.,Broadway,1
2017,Quincy Adams,Beaconsfield,6
2017,Dean Road,Riverway,1
2017,Woodland,Quincy Adams,0
2017,Science Park,Harvard Ave.,44
2017,South Station,Fenwood Road,35
2017,Tufts Medical Center,Green Street,813
2017,Sutherland Road,Boston Univ. Central,218
2017,Chiswick Road,Sutherland Road,52
2017,Packards Corner,Quincy Adams,17
2017,Science Park,Boston Univ. West,9
2017,Boston College,Lechmere,12
2017,Massachusetts Ave.,Summit Ave.,5
2017,Oak Grove,Brookline Village,18
2017,Oak Grove,Northeastern University,10
2017,Packards Corner,Northeastern University,41
2017,Riverway,Community College,19
2017,Griggs Street,Beachmont,0
2017,Haymarket,Newton Centre,56
2017,Central Ave.,Ruggles,0
2017,Boston Univ. Central,Mission Park,6
2017,Newton Highlands,Blandford Street,4
2017,Brookline Hills,Brigham Circle,1
2017,Alewife,Orient Heights,46
2017,Ruggles,Northeastern University,1
2017,Charles/MGH,Brigham Circle,111
2017,Washington Street,Boston College,152
2017,South Street,Northeastern University,5
2017,Babcock Street,Ashmont,72
2017,Assembly,Sutherland Road,2
2017,Chiswick Road,Waban,1
2017,Kendall/MIT,Museum of Fine Arts,97
2017,Packards Corner,Courthouse,16
2017,Braintree,Museum of Fine Arts,64
2017,Warren Street,Wollaston,13
2017,Lechmere,Harvard Ave.,110
2017,Wellington,Newton Centre,20
2017,Government Center,JFK/Umass,223
2017,South Station,Warren Street,171
2017,Saint Mary Street,Prudential,24
2017,Allston Street,Roxbury Crossing,4
2017,Kent Street,Symphony,13
2017,Tappan Street,Boston Univ. Central,0
2017,Fenway,Washington Square,10
2017,Haymarket,Wood Island,107
2017,Science Park,Jackson Square,34
2017,Haymarket,Tufts Medical Center,917
2017,Assembly,Science Park,22
2017,Harvard,Forest Hills,605
2017,Community College,Riverway,19
2017,South Station,Boston College,40
2017,Kent Street,Saint Paul Street,15
2017,Forest Hills,Hynes Convention Center,30
2017,Symphony,Courthouse,7
2017,Park Street,Valley Road,5
2017,Charles/MGH,Arlington,197
2017,Griggs Street,Charles/MGH,37
2017,Bowdoin,Waban,1
2017,Porter,Jackson Square,115
2017,North Quincy,Brandon Hall,2
2017,Packards Corner,Roxbury Crossing,6
2017,Aquarium,Sutherland Road,5
2017,Green Street,Harvard,515
2017,Roxbury Crossing,Revere Beach,69
2017,Courthouse,Wonderland,15
2017,Symphony,Stony Brook,10
2017,Washington Street,Riverway,0
2017,Community College,Mattapan,24
2017,Haymarket,Saint Paul Street,131
2017,Wellington,South Station,529
2017,Green Street,Quincy Center,45
2017,North Station,Tufts Medical Center,1812
2017,Oak Grove,Fields Corner,20
2017,Shawmut,Haymarket,234
2017,Newton Centre,Waban,33
2017,Mission Park,Wollaston,17
2017,Copley,Englewood Ave.,330
2017,Back Bay,Sullivan Square,2722
2017,Coolidge Corner,Assembly,18
2017,Harvard Ave.,Brandon Hall,0
2017,Chinatown,Capen Street,2
2017,Prudential,Allston Street,8
2017,Coolidge Corner,Warren Street,11
2017,Coolidge Corner,Science Park,24
2017,Harvard,Beaconsfield,54
2017,Newton Highlands,Coolidge Corner,22
2017,Blandford Street,Boston College,15
2017,Mission Park,Lechmere,61
2017,Suffolk Downs,Quincy Adams,4
2017,Newton Centre,Boston Univ. Central,0
2017,Bowdoin,Mission Park,1
2017,Prudential,Boston College,9
2017,Chestnut Hill,Broadway,10
2017,Fenway,Boston Univ. East,4
2017,Green Street,Savin Hill,31
2017,Warren Street,Eliot,8
2017,Northeastern University,Sullivan Square,19
2017,Fenway,Oak Grove,24
2017,Back of the Hill,Assembly,0
2017,Chestnut Hill Ave.,Kenmore,61
2017,Brookline Village,Wonderland,38
2017,Oak Grove,Kendall/MIT,646
2017,Brandon Hall,Washington Square,3
2017,Science Park,Braintree,26
2017,Brookline Hills,Longwood,216
2017,Mission Park,Quincy Adams,6
2017,Reservoir,Broadway,34
2017,Shawmut,Capen Street,1
2017,Washington Street,Quincy Center,40
2017,Brandon Hall,Mission Park,0
2017,Reservoir,Boston College,10
2017,Coolidge Corner,Park Street,966
2017,Green Street,Museum of Fine Arts,1
2017,Dean Road,Courthouse,3
2017,Saint Mary Street,Beaconsfield,3
2017,Science Park,Revere Beach,32
2017,Blandford Street,Arlington,95
2017,Dean Road,Allston Street,0
2017,Alewife,Airport,149
2017,Allston Street,Ruggles,3
2017,Chestnut Hill Ave.,Sutherland Road,26
2017,Boston Univ. Central,Reservoir,17
2017,Summit Ave.,Arlington,137
2017,Chestnut Hill,Brookline Village,256
2017,Longwood,Ashmont,52
2017,Jackson Square,Charles/MGH,230
2017,Kenmore,Hynes Convention Center,1317
2017,Quincy Adams,Boylston,106
2017,Harvard Ave.,Mission Park,3
2017,South Station,Washington Street,97
2017,Revere Beach,Andrew,91
2017,Alewife,Beaconsfield,10
2017,Museum of Fine Arts,Heath Street,45
2017,Copley,JFK/Umass,1104
2017,Massachusetts Ave.,Symphony,1
2017,Hawes Street,Braintree,3
2017,Community College,Forest Hills,751
2017,Babcock Street,Ruggles,8
2017,World Trade Center,Dean Road,6
2017,Valley Road,Kendall/MIT,0
2017,Summit Ave.,Massachusetts Ave.,5
2017,Community College,Chinatown,1072
2017,Arlington,Porter,651
2017,Community College,Reservoir,15
2017,Brookline Village,Ruggles,1
2017,Woodland,Airport,37
2017,Symphony,Riverside,31
2017,Fenwood Road,Orient Heights,13
2017,Tappan Street,Waban,1
2017,Northeastern University,Tufts Medical Center,1
2017,Arlington,Government Center,1444
2017,Lechmere,Saint Paul Street,34
2017,Longwood Medical Area,Harvard,230
2017,North Station,Beachmont,154
2017,Roxbury Crossing,Back Bay,2288
2017,Northeastern University,Chestnut Hill,10
2017,Northeastern University,JFK/Umass,64
2017,Sullivan Square,Massachusetts Ave.,765
2017,Boston Univ. East,Mattapan,0
2017,Chiswick Road,Chiswick Road,4
2017,Courthouse,Boston Univ. West,1
2017,Quincy Adams,Englewood Ave.,4
2017,Washington Square,Revere Beach,11
2017,World Trade Center,Kendall/MIT,204
2017,Blandford Street,Prudential,2
2017,Braintree,Revere Beach,34
2017,Fairbanks Street,Boylston,137
2017,Summit Ave.,Griggs Street,2
2017,Massachusetts Ave.,State Street,1813
2017,South Station,Tappan Street,55
2017,Wellington,Beaconsfield,5
2017,Lechmere,Community College,64
2017,Northeastern University,Chestnut Hill Ave.,8
2017,Englewood Ave.,Dean Road,49
2017,Chestnut Hill,Maverick,80
2017,Riverside,Quincy Center,23
2017,Reservoir,Allston Street,1
2017,Government Center,Wonderland,2375
2017,Brigham Circle,Science Park,52
2017,Babcock Street,Washington Street,146
2017,Downtown Crossing,Brookline Village,49
2017,Charles/MGH,Chestnut Hill,51
2017,Symphony,Beaconsfield,0
2017,Suffolk Downs,Lechmere,25
2017,Oak Grove,Shawmut,19
2017,Government Center,Park Street,736
2017,Aquarium,Roxbury Crossing,41
2017,Sutherland Road,World Trade Center,18
2017,Lechmere,Government Center,1700
2017,Government Center,Englewood Ave.,263
2017,Museum of Fine Arts,Chiswick Road,3
2017,Waban,Government Center,166
2017,Andrew,Mission Park,9
2017,Chestnut Hill Ave.,Mission Park,0
2017,Central,Newton Centre,36
2017,Sutherland Road,Longwood,13
2017,Symphony,Harvard,253
2017,Sutherland Road,Andrew,2
2017,Aquarium,Riverside,85
2017,Assembly,South Station,204
2017,Brookline Hills,Community College,11
2017,Revere Beach,Longwood,37
2017,Charles/MGH,Chiswick Road,8
2017,Tufts Medical Center,Malden Center,1836
2017,Copley,Tufts Medical Center,14
2017,Central,Eliot,29
2017,Riverside,Revere Beach,20
2017,JFK/Umass,Beaconsfield,41
2017,Alewife,Downtown Crossing,5679
2017,Prudential,Wollaston,143
2017,Suffolk Downs,Northeastern University,4
2017,Longwood Medical Area,Haymarket,368
2017,Wonderland,Brookline Hills,14
2017,Revere Beach,Boston College,3
2017,North Station,Chestnut Hill,75
2017,Pleasant Street,Boston Univ. East,224
2017,South Station,Harvard,8523
2017,Savin Hill,Newton Centre,2
2017,Babcock Street,Alewife,13
2017,Government Center,Alewife,422
2017,Jackson Square,Washington Street,6
2017,Saint Paul Street,Fields Corner,20
2017,Tappan Street,Tappan Street,4
2017,Hynes Convention Center,Summit Ave.,307
2017,Longwood Medical Area,South Street,0
2017,Tappan Street,Roxbury Crossing,1
2017,Copley,Brookline Hills,413
2017,Harvard,Davis,9748
2017,Tappan Street,Broadway,8
2017,Park Street,Englewood Ave.,320
2017,Mission Park,Reservoir,1
2017,Woodland,Sullivan Square,17
2017,Harvard Ave.,Assembly,30
2017,Government Center,Bowdoin,60
2017,Packards Corner,Kendall/MIT,43
2017,Kent Street,Davis,5
2017,North Station,Orient Heights,286
2017,Lechmere,Sutherland Road,7
2017,Chiswick Road,World Trade Center,0
2017,Quincy Center,Wood Island,47
2017,Sullivan Square,Back Bay,2567
2017,Maverick,Copley,1569
2017,Downtown Crossing,Chinatown,570
2017,Hawes Street,Green Street,1
2017,Newton Highlands,Woodland,70
2017,Newton Centre,Saint Mary Street,0
2017,Chestnut Hill,Mattapan,0
2017,Coolidge Corner,Blandford Street,22
2017,Oak Grove,JFK/Umass,448
2017,Forest Hills,Roxbury Crossing,1648
2017,Harvard,Wellington,587
2017,Harvard,Babcock Street,37
2017,Arlington,Andrew,281
2017,Mattapan,Harvard,7
2017,Oak Grove,Blandford Street,15
2017,Heath Street,Prudential,146
2017,Fairbanks Street,Braintree,4
2017,South Street,Eliot,0
2017,Butler,Arlington,0
2017,Kendall/MIT,Summit Ave.,60
2017,Woodland,Symphony,12
2017,Revere Beach,Community College,406
2017,Arlington,Sutherland Road,116
2017,Washington Street,Heath Street,1
2017,Kenmore,Braintree,968
2017,Northeastern University,Stony Brook,5
2017,Saint Paul Street,Heath Street,1
2017,Ashmont,Babcock Street,79
2017,Packards Corner,Green Street,2
2017,Orient Heights,Central,246
2017,Fields Corner,Fields Corner,21
2017,Beaconsfield,Shawmut,2
2017,Copley,Revere Beach,750
2017,Fairbanks Street,Aquarium,3
2017,Wood Island,Hynes Convention Center,149
2017,Kenmore,Savin Hill,178
2017,Northeastern University,Boston Univ. Central,13
2017,Woodland,Harvard,46
2017,Science Park,Fairbanks Street,12
2017,State Street,Symphony,29
2017,Quincy Center,Blandford Street,22
2017,Quincy Center,Waban,2
2017,Mattapan,Boylston,0
2017,Sutherland Road,Newton Centre,6
2017,Courthouse,Tappan Street,9
2017,Green Street,Harvard Ave.,23
2017,Quincy Adams,Suffolk Downs,10
2017,Saint Paul Street,Ashmont,15
2017,Airport,Blandford Street,8
2017,Braintree,Aquarium,16
2017,Government Center,Dean Road,168
2017,Fairbanks Street,Sutherland Road,0
2017,Quincy Adams,Babcock Street,13
2017,Savin Hill,Jackson Square,54
2017,Blandford Street,Babcock Street,323
2017,Beachmont,North Quincy,30
2017,Sullivan Square,Prudential,20
2017,Brookline Village,Boston Univ. West,11
2017,Fenwood Road,Hynes Convention Center,10
2017,Packards Corner,Jackson Square,0
2017,Beaconsfield,Kenmore,257
2017,Revere Beach,JFK/Umass,177
2017,Brandon Hall,South Station,28
2017,Tappan Street,Saint Paul Street,31
2017,Quincy Adams,Sullivan Square,55
2017,Museum of Fine Arts,Warren Street,3
2017,State Street,Central Ave.,1
2017,Beaconsfield,Fenwood Road,1
2017,Boylston,Heath Street,140
2017,State Street,Kendall/MIT,233
2017,Boston Univ. East,Washington Street,109
2017,North Station,Copley,2713
2017,Chinatown,Copley,14
2017,Museum of Fine Arts,Englewood Ave.,0
2017,Kenmore,JFK/Umass,850
2017,Porter,North Quincy,276
2017,Copley,Aquarium,433
2017,Blandford Street,Tappan Street,9
2017,South Station,Chinatown,43
2017,Park Street,North Quincy,2505
2017,Ashmont,Brandon Hall,1
2017,Harvard Ave.,Charles/MGH,97
2017,Wellington,Harvard,581
2017,Orient Heights,Jackson Square,55
2017,Packards Corner,Boston College,113
2017,Harvard,Washington Square,41
2017,Maverick,Quincy Adams,113
2017,Suffolk Downs,Sullivan Square,24
2017,JFK/Umass,Symphony,107
2017,Kenmore,Milton,0
2017,Boylston,Saint Paul Street,390
2017,Boylston,Sutherland Road,181
2017,Fenway,Sullivan Square,48
2017,Revere Beach,Washington Street,9
2017,Packards Corner,Riverside,23
2017,Fenway,Andrew,67
2017,Mattapan,Quincy Adams,2
2017,Park Street,Airport,617
2017,Longwood,Copley,485
2017,Airport,Packards Corner,23
2017,Allston Street,Boylston,534
2017,Malden Center,Waban,10
2017,Brandon Hall,Central,2
2017,Harvard Ave.,Sutherland Road,308
2017,Fenwood Road,Chestnut Hill,0
2017,Butler,Wellington,0
2017,Broadway,Chestnut Hill Ave.,6
2017,Warren Street,Babcock Street,57
2017,Museum of Fine Arts,Capen Street,0
2017,Science Park,Englewood Ave.,3
2017,Butler,Assembly,0
2017,Central,Heath Street,30
2017,Eliot,JFK/Umass,47
2017,Saint Paul Street,Brookline Hills,27
2017,South Street,Warren Street,37
2017,Central,South Street,6
2017,Kenmore,Mission Park,8
2017,Davis,North Station,468
2017,Lechmere,Coolidge Corner,89
2017,Porter,Science Park,3
2017,Aquarium,Griggs Street,12
2017,Kenmore,Fairbanks Street,171
2017,Waban,Wollaston,5
2017,State Street,Museum of Fine Arts,24
2017,Airport,Davis,213
2017,Sullivan Square,Waban,6
2017,Wonderland,Cleveland Circle,6
2017,Suffolk Downs,Stony Brook,10
2017,Maverick,Mattapan,1
2017,Wonderland,Harvard Ave.,19
2017,Fenway,Green Street,13
2017,Riverway,Tufts Medical Center,1
2017,Harvard,Sutherland Road,9
2017,Brigham Circle,Newton Highlands,0
2017,Washington Square,World Trade Center,14
2017,Stony Brook,Eliot,1
2017,Shawmut,Charles/MGH,914
2017,Wollaston,Beaconsfield,4
2017,Kenmore,Eliot,162
2017,Kendall/MIT,Eliot,77
2017,Beaconsfield,Fenway,349
2017,Aquarium,Waban,8
2017,Copley,World Trade Center,129
2017,Quincy Adams,Aquarium,32
2017,Washington Street,Park Street,744
2017,Washington Street,Hawes Street,1
2017,Community College,Boylston,1
2017,Sutherland Road,Green Street,0
2017,North Station,Mission Park,104
2017,Ruggles,Assembly,500
2017,Riverside,Lechmere,61
2017,Reservoir,Airport,40
2017,Savin Hill,Revere Beach,16
2017,Fields Corner,Riverside,28
2017,Wollaston,Wollaston,3
2017,Assembly,Malden Center,1003
2017,Back of the Hill,Mission Park,10
2017,Kenmore,Chiswick Road,157
2017,Savin Hill,Packards Corner,7
2017,Andrew,Malden Center,199
2017,Saint Mary Street,Boston Univ. West,3
2017,Heath Street,Coolidge Corner,2
2017,Allston Street,Porter,4
2017,Kenmore,Shawmut,270
2017,Broadway,Assembly,87
2017,Community College,Griggs Street,20
2017,Revere Beach,Harvard,422
2017,Longwood Medical Area,Fields Corner,62
2017,Riverway,JFK/Umass,11
2017,Shawmut,Aquarium,4
2017,Fields Corner,Downtown Crossing,3460
2017,Harvard,Aquarium,224
2017,Chestnut Hill Ave.,Boston Univ. Central,78
2017,Assembly,Savin Hill,37
2017,Harvard,Arlington,1102
2017,Boylston,State Street,0
2017,JFK/Umass,Wellington,465
2017,Beachmont,Chestnut Hill,20
2017,Jackson Square,Boston Univ. Central,6
2017,Warren Street,Longwood Medical Area,5
2017,Riverway,Boston Univ. West,0
2017,Saint Mary Street,Jackson Square,5
2017,Prudential,Capen Street,0
2017,Wollaston,Quincy Center,1420
2017,Park Street,Brandon Hall,135
2017,Saint Mary Street,Boylston,334
2017,Brookline Village,Wood Island,25
2017,Wonderland,Back Bay,899
2017,Maverick,Woodland,37
2017,Saint Mary Street,Savin Hill,5
2017,North Station,Warren Street,85
2017,Longwood Medical Area,JFK/Umass,102
2017,Wollaston,Andrew,332
2017,Andrew,Coolidge Corner,33
2017,Stony Brook,Wollaston,16
2017,Northeastern University,Community College,14
2017,Woodland,Savin Hill,14
2017,Packards Corner,South Street,61
2017,Charles/MGH,Ashmont,1424
2017,Savin Hill,Courthouse,64
2017,Mattapan,Davis,6
2017,Warren Street,Pleasant Street,75
2017,Boston Univ. West,Chestnut Hill Ave.,42
2017,Saint Paul Street,Saint Mary Street,119
2017,Reservoir,Porter,19
2017,Summit Ave.,Symphony,15
2017,Andrew,Suffolk Downs,17
2017,Brookline Village,Fields Corner,16
2017,Kent Street,Shawmut,9
2017,Wood Island,Sullivan Square,158
2017,Boylston,Chiswick Road,351
2017,Newton Centre,Courthouse,2
2017,Beachmont,Waban,2
2017,Beachmont,Revere Beach,586
2017,Hawes Street,Kenmore,42
2017,Fenway,Quincy Adams,74
2017,Government Center,Maverick,2458
2017,Arlington,JFK/Umass,409
2017,Boylston,Tappan Street,125
2017,Shawmut,Massachusetts Ave.,77
2017,Wonderland,Kent Street,6
2017,Back Bay,Newton Highlands,3
2017,Wonderland,Beachmont,263
2017,Quincy Center,Brookline Village,61
2017,Harvard Ave.,Tufts Medical Center,2
2017,Quincy Adams,Government Center,163
2017,Longwood Medical Area,Jackson Square,3
2017,Charles/MGH,Griggs Street,31
2017,Harvard Ave.,Quincy Center,28
2017,Savin Hill,Wood Island,27
2017,Fenway,Tufts Medical Center,1
2017,Park Street,Chestnut Hill,410
2017,Roxbury Crossing,Mattapan,41
2017,Ruggles,Suffolk Downs,45
2017,Kent Street,Lechmere,11
2017,World Trade Center,Wellington,67
2017,Government Center,Fenway,294
2017,Quincy Center,Green Street,45
2017,World Trade Center,Quincy Adams,185
2017,Museum of Fine Arts,Cleveland Circle,1
2017,Green Street,Haymarket,767
2017,Park Street,Riverside,1120
2017,Woodland,Beaconsfield,71
2017,Fenwood Road,Harvard,11
2017,Jackson Square,Stony Brook,599
2017,Harvard,Park Street,8760
2017,Courthouse,Braintree,117
2017,Wood Island,Arlington,210
2017,Longwood Medical Area,Charles/MGH,132
